Order ID;Customer;Employee;Order Date;Required Date;Shipped Date;Ship Via;Freight;Ship Name;Ship Address;Ship City;Ship Region;Ship Postal Code;Ship Country
10537;Richter Supermarkt;Davolio, Nancy;14-Jun-95;28-Jun-95;19-Jun-95;Speedy Express;Rp79;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10538;B's Beverages;Dodsworth, Anne;15-Jun-95;13-Jul-95;16-Jun-95;Federal Shipping;Rp5;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10539;B's Beverages;Suyama, Michael;16-Jun-95;14-Jul-95;23-Jun-95;Federal Shipping;Rp12;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10540;QUICK-Stop;Leverling, Janet;19-Jun-95;17-Jul-95;14-Jul-95;Federal Shipping;Rp1.008;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10541;Hanari Carnes;Fuller, Andrew;19-Jun-95;17-Jul-95;29-Jun-95;Speedy Express;Rp69;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
10542;Königlich Essen;Davolio, Nancy;20-Jun-95;18-Jul-95;26-Jun-95;Federal Shipping;Rp11;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10543;LILA-Supermercado;Callahan, Laura;21-Jun-95;19-Jul-95;23-Jun-95;United Package;Rp48;LILA-Supermercado;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela
10544;Lonesome Pine Restaurant;Peacock, Margaret;21-Jun-95;19-Jul-95;30-Jun-95;Speedy Express;Rp25;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10545;Lazy K Kountry Store;Callahan, Laura;22-Jun-95;20-Jul-95;27-Jul-95;United Package;Rp12;Lazy K Kountry Store;12 Orchestra Terrace;Walla Walla;WA;99362;USA
10546;Victuailles en stock;Davolio, Nancy;23-Jun-95;21-Jul-95;27-Jun-95;Federal Shipping;Rp195;Victuailles en stock;2, rue du Commerce;Lyon;;69004;France
10547;Seven Seas Imports;Leverling, Janet;23-Jun-95;21-Jul-95;03-Jul-95;United Package;Rp178;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK
10548;Toms Spezialitäten;Leverling, Janet;26-Jun-95;24-Jul-95;03-Jul-95;United Package;Rp1;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10549;QUICK-Stop;Buchanan, Steven;27-Jun-95;11-Jul-95;30-Jun-95;Speedy Express;Rp171;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10550;Godos Cocina Típica;King, Robert;28-Jun-95;26-Jul-95;07-Jul-95;Federal Shipping;Rp4;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
10551;Furia Bacalhau e Frutos do Mar;Peacock, Margaret;28-Jun-95;09-Aug-95;07-Jul-95;Federal Shipping;Rp73;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10552;HILARIÓN-Abastos;Fuller, Andrew;29-Jun-95;27-Jul-95;06-Jul-95;Speedy Express;Rp83;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10553;Wartian Herkku;Fuller, Andrew;30-Jun-95;28-Jul-95;04-Jul-95;United Package;Rp149;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10554;Ottilies Käseladen;Peacock, Margaret;30-Jun-95;28-Jul-95;06-Jul-95;Federal Shipping;Rp121;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10555;Save-a-lot Markets;Suyama, Michael;03-Jul-95;31-Jul-95;05-Jul-95;Federal Shipping;Rp252;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10556;Simons bistro;Fuller, Andrew;04-Jul-95;15-Aug-95;14-Jul-95;Speedy Express;Rp10;Simons bistro;Vinbæltet 34;København;;1734;Denmark
10557;Lehmanns Marktstand;Dodsworth, Anne;04-Jul-95;18-Jul-95;07-Jul-95;United Package;Rp97;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10558;Around the Horn;Davolio, Nancy;05-Jul-95;02-Aug-95;11-Jul-95;United Package;Rp73;Around the Horn;"Brook Farm
Stratford St. Mary";Colchester;Essex;CO7 6JX;UK
10559;Blondel père et fils;Suyama, Michael;06-Jul-95;03-Aug-95;14-Jul-95;Speedy Express;Rp8;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10560;Frankenversand;Callahan, Laura;07-Jul-95;04-Aug-95;10-Jul-95;Speedy Express;Rp37;Frankenversand;Berliner Platz 43;München;;80805;Germany
10561;Folk och fä HB;Fuller, Andrew;07-Jul-95;04-Aug-95;10-Jul-95;United Package;Rp242;Folk och fä HB;Åkergatan 24;Bräcke;;S-844 67;Sweden
10562;Reggiani Caseifici;Davolio, Nancy;10-Jul-95;07-Aug-95;13-Jul-95;Speedy Express;Rp23;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10563;Ricardo Adocicados;Fuller, Andrew;11-Jul-95;22-Aug-95;25-Jul-95;United Package;Rp60;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10564;Rattlesnake Canyon Grocery;Peacock, Margaret;11-Jul-95;08-Aug-95;17-Jul-95;Federal Shipping;Rp14;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10565;Mère Paillarde;Callahan, Laura;12-Jul-95;09-Aug-95;19-Jul-95;United Package;Rp7;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10566;Blondel père et fils;Dodsworth, Anne;13-Jul-95;10-Aug-95;19-Jul-95;Speedy Express;Rp88;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10567;Hungry Owl All-Night Grocers;Davolio, Nancy;13-Jul-95;10-Aug-95;18-Jul-95;Speedy Express;Rp34;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10568;Galería del gastrónomo;Leverling, Janet;14-Jul-95;11-Aug-95;09-Aug-95;Federal Shipping;Rp7;Galería del gastronómo;Rambla de Cataluña, 23;Barcelona;;8022;Spain
10569;Rattlesnake Canyon Grocery;Buchanan, Steven;17-Jul-95;14-Aug-95;11-Aug-95;Speedy Express;Rp59;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10570;Mère Paillarde;Leverling, Janet;18-Jul-95;15-Aug-95;20-Jul-95;Federal Shipping;Rp189;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10571;Ernst Handel;Callahan, Laura;18-Jul-95;29-Aug-95;04-Aug-95;Federal Shipping;Rp26;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10572;Berglunds snabbköp;Leverling, Janet;19-Jul-95;16-Aug-95;26-Jul-95;United Package;Rp116;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10573;Antonio Moreno Taquería;King, Robert;20-Jul-95;17-Aug-95;21-Jul-95;Federal Shipping;Rp85;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10574;Trail's Head Gourmet Provisioners;Peacock, Margaret;20-Jul-95;17-Aug-95;31-Jul-95;United Package;Rp38;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
10575;Morgenstern Gesundkost;Buchanan, Steven;21-Jul-95;04-Aug-95;31-Jul-95;Speedy Express;Rp127;Morgenstern Gesundkost;Heerstr. 22;Leipzig;;04179;Germany
10576;Tortuga Restaurante;Leverling, Janet;24-Jul-95;07-Aug-95;31-Jul-95;Federal Shipping;Rp19;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10577;Trail's Head Gourmet Provisioners;Dodsworth, Anne;24-Jul-95;04-Sep-95;31-Jul-95;United Package;Rp25;Trail's Head Gourmet Provisioners;722 DaVinci Blvd.;Kirkland;WA;98034;USA
10578;B's Beverages;Peacock, Margaret;25-Jul-95;22-Aug-95;25-Aug-95;Federal Shipping;Rp30;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10579;Let's Stop N Shop;Davolio, Nancy;26-Jul-95;23-Aug-95;04-Aug-95;United Package;Rp14;Let's Stop N Shop;"87 Polk St.
Suite 5";San Francisco;CA;94117;USA
10580;Ottilies Käseladen;Peacock, Margaret;27-Jul-95;24-Aug-95;01-Aug-95;Federal Shipping;Rp76;Ottilies Käseladen;Mehrheimerstr. 369;Köln;;50739;Germany
10581;Familia Arquibaldo;Leverling, Janet;27-Jul-95;24-Aug-95;02-Aug-95;Speedy Express;Rp3;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brazil
10582;Blauer See Delikatessen;Leverling, Janet;28-Jul-95;25-Aug-95;14-Aug-95;United Package;Rp28;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10583;Wartian Herkku;Fuller, Andrew;31-Jul-95;28-Aug-95;04-Aug-95;United Package;Rp7;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10584;Blondel père et fils;Peacock, Margaret;31-Jul-95;28-Aug-95;04-Aug-95;Speedy Express;Rp59;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10585;Wellington Importadora;King, Robert;01-Aug-95;29-Aug-95;10-Aug-95;Speedy Express;Rp13;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10586;Reggiani Caseifici;Dodsworth, Anne;02-Aug-95;30-Aug-95;09-Aug-95;Speedy Express;Rp0;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10587;Que Delícia;Davolio, Nancy;02-Aug-95;30-Aug-95;09-Aug-95;Speedy Express;Rp63;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10588;QUICK-Stop;Fuller, Andrew;03-Aug-95;31-Aug-95;10-Aug-95;Federal Shipping;Rp195;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10589;Great Lakes Food Market;Callahan, Laura;04-Aug-95;01-Sep-95;14-Aug-95;United Package;Rp4;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10590;Mère Paillarde;Peacock, Margaret;07-Aug-95;04-Sep-95;14-Aug-95;Federal Shipping;Rp45;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10591;Vaffeljernet;Davolio, Nancy;07-Aug-95;21-Aug-95;16-Aug-95;Speedy Express;Rp56;Vaffeljernet;Smagsløget 45;Århus;;8200;Denmark
10592;Lehmanns Marktstand;Leverling, Janet;08-Aug-95;05-Sep-95;16-Aug-95;Speedy Express;Rp32;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10593;Lehmanns Marktstand;King, Robert;09-Aug-95;06-Sep-95;13-Sep-95;United Package;Rp174;Lehmanns Marktstand;Magazinweg 7;Frankfurt a.M.;;60528;Germany
10594;Old World Delicatessen;Leverling, Janet;09-Aug-95;06-Sep-95;16-Aug-95;United Package;Rp5;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10595;Ernst Handel;Fuller, Andrew;10-Aug-95;07-Sep-95;14-Aug-95;Speedy Express;Rp97;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10596;White Clover Markets;Callahan, Laura;11-Aug-95;08-Sep-95;12-Sep-95;Speedy Express;Rp16;White Clover Markets;1029 - 12th Ave. S.;Seattle;WA;98124;USA
10597;Piccolo und mehr;King, Robert;11-Aug-95;08-Sep-95;18-Aug-95;Federal Shipping;Rp35;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria
10598;Rattlesnake Canyon Grocery;Davolio, Nancy;14-Aug-95;11-Sep-95;18-Aug-95;Federal Shipping;Rp44;Rattlesnake Canyon Grocery;2817 Milton Dr.;Albuquerque;NM;87110;USA
10599;B's Beverages;Suyama, Michael;15-Aug-95;26-Sep-95;21-Aug-95;Federal Shipping;Rp30;B's Beverages;Fauntleroy Circus;London;;EC2 5NT;UK
10600;Hungry Coyote Import Store;Peacock, Margaret;16-Aug-95;13-Sep-95;21-Aug-95;Speedy Express;Rp45;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;USA
10601;HILARIÓN-Abastos;King, Robert;16-Aug-95;27-Sep-95;22-Aug-95;Speedy Express;Rp58;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10602;Vaffeljernet;Callahan, Laura;17-Aug-95;14-Sep-95;22-Aug-95;United Package;Rp3;Vaffeljernet;Smagsløget 45;Århus;;8200;Denmark
10603;Save-a-lot Markets;Callahan, Laura;18-Aug-95;15-Sep-95;08-Sep-95;United Package;Rp49;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10604;Furia Bacalhau e Frutos do Mar;Davolio, Nancy;18-Aug-95;15-Sep-95;29-Aug-95;Speedy Express;Rp7;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10605;Mère Paillarde;Davolio, Nancy;21-Aug-95;18-Sep-95;29-Aug-95;United Package;Rp379;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10606;Tradição Hipermercados;Peacock, Margaret;22-Aug-95;19-Sep-95;31-Aug-95;Federal Shipping;Rp79;Tradição Hipermercados;Av. Inês de Castro, 414;São Paulo;SP;05634-030;Brazil
10607;Save-a-lot Markets;Buchanan, Steven;22-Aug-95;19-Sep-95;25-Aug-95;Speedy Express;Rp200;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10608;Toms Spezialitäten;Peacock, Margaret;23-Aug-95;20-Sep-95;01-Sep-95;United Package;Rp28;Toms Spezialitäten;Luisenstr. 48;Münster;;44087;Germany
10609;Du monde entier;King, Robert;24-Aug-95;21-Sep-95;30-Aug-95;United Package;Rp2;Du monde entier;67, rue des Cinquante Otages;Nantes;;44000;France
10610;La maison d'Asie;Callahan, Laura;25-Aug-95;22-Sep-95;06-Sep-95;Speedy Express;Rp27;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10611;Wolski  Zajazd;Suyama, Michael;25-Aug-95;22-Sep-95;01-Sep-95;United Package;Rp81;Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland
10612;Save-a-lot Markets;Davolio, Nancy;28-Aug-95;25-Sep-95;01-Sep-95;United Package;Rp544;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10613;HILARIÓN-Abastos;Peacock, Margaret;29-Aug-95;26-Sep-95;01-Sep-95;United Package;Rp8;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10614;Blauer See Delikatessen;Callahan, Laura;29-Aug-95;26-Sep-95;01-Sep-95;Federal Shipping;Rp2;Blauer See Delikatessen;Forsterstr. 57;Mannheim;;68306;Germany
10615;Wilman Kala;Fuller, Andrew;30-Aug-95;27-Sep-95;06-Sep-95;Federal Shipping;Rp1;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland
10616;Great Lakes Food Market;Davolio, Nancy;31-Aug-95;28-Sep-95;05-Sep-95;United Package;Rp117;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10617;Great Lakes Food Market;Peacock, Margaret;31-Aug-95;28-Sep-95;04-Sep-95;United Package;Rp19;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10618;Mère Paillarde;Davolio, Nancy;01-Sep-95;13-Oct-95;08-Sep-95;Speedy Express;Rp155;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10619;Mère Paillarde;Leverling, Janet;04-Sep-95;02-Oct-95;07-Sep-95;Federal Shipping;Rp91;Mère Paillarde;43 rue St. Laurent;Montréal;Québec;H1J 1C3;Canada
10620;Laughing Bacchus Wine Cellars;Fuller, Andrew;05-Sep-95;03-Oct-95;14-Sep-95;Federal Shipping;Rp1;Laughing Bacchus Wine Cellars;2319 Elm St.;Vancouver;BC;V3F 2K1;Canada
10621;Island Trading;Peacock, Margaret;05-Sep-95;03-Oct-95;11-Sep-95;United Package;Rp24;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;UK
10622;Ricardo Adocicados;Peacock, Margaret;06-Sep-95;04-Oct-95;11-Sep-95;Federal Shipping;Rp51;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10623;Frankenversand;Callahan, Laura;07-Sep-95;05-Oct-95;12-Sep-95;United Package;Rp97;Frankenversand;Berliner Platz 43;München;;80805;Germany
10624;The Cracker Box;Peacock, Margaret;07-Sep-95;05-Oct-95;19-Sep-95;United Package;Rp95;The Cracker Box;55 Grizzly Peak Rd.;Butte;MT;59801;USA
10625;Ana Trujillo Emparedados y helados;Leverling, Janet;08-Sep-95;06-Oct-95;14-Sep-95;Speedy Express;Rp44;Ana Trujillo Emparedados y helados;Avda. de la Constitución 2222;México D.F.;;05021;Mexico
10626;Berglunds snabbköp;Davolio, Nancy;11-Sep-95;09-Oct-95;20-Sep-95;United Package;Rp139;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10627;Save-a-lot Markets;Callahan, Laura;11-Sep-95;23-Oct-95;21-Sep-95;Federal Shipping;Rp107;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10628;Blondel père et fils;Peacock, Margaret;12-Sep-95;10-Oct-95;20-Sep-95;Federal Shipping;Rp30;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10629;Godos Cocina Típica;Peacock, Margaret;12-Sep-95;10-Oct-95;20-Sep-95;Federal Shipping;Rp85;Godos Cocina Típica;C/ Romero, 33;Sevilla;;41101;Spain
10630;Königlich Essen;Davolio, Nancy;13-Sep-95;11-Oct-95;19-Sep-95;United Package;Rp32;Königlich Essen;Maubelstr. 90;Brandenburg;;14776;Germany
10631;La maison d'Asie;Callahan, Laura;14-Sep-95;12-Oct-95;15-Sep-95;Speedy Express;Rp1;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France
10632;Die Wandernde Kuh;Callahan, Laura;14-Sep-95;12-Oct-95;19-Sep-95;Speedy Express;Rp41;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10633;Ernst Handel;King, Robert;15-Sep-95;13-Oct-95;18-Sep-95;Federal Shipping;Rp478;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10634;Folies gourmandes;Peacock, Margaret;15-Sep-95;13-Oct-95;21-Sep-95;Federal Shipping;Rp487;Folies gourmandes;184, chaussée de Tournai;Lille;;59000;France
10635;Magazzini Alimentari Riuniti;Callahan, Laura;18-Sep-95;16-Oct-95;21-Sep-95;Federal Shipping;Rp47;Magazzini Alimentari Riuniti;Via Ludovico il Moro 22;Bergamo;;24100;Italy
10636;Wartian Herkku;Peacock, Margaret;19-Sep-95;17-Oct-95;26-Sep-95;Speedy Express;Rp1;Wartian Herkku;Torikatu 38;Oulu;;90110;Finland
10637;Queen Cozinha;Suyama, Michael;19-Sep-95;17-Oct-95;26-Sep-95;Speedy Express;Rp201;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brazil
10638;LINO-Delicateses;Leverling, Janet;20-Sep-95;18-Oct-95;02-Oct-95;Speedy Express;Rp158;LINO-Delicateses;Ave. 5 de Mayo Porlamar;I. de Margarita;Nueva Esparta;4980;Venezuela
10639;Santé Gourmet;King, Robert;20-Sep-95;18-Oct-95;27-Sep-95;Federal Shipping;Rp39;Santé Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway
10640;Die Wandernde Kuh;Peacock, Margaret;21-Sep-95;19-Oct-95;28-Sep-95;Speedy Express;Rp24;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10641;HILARIÓN-Abastos;Peacock, Margaret;22-Sep-95;20-Oct-95;26-Sep-95;United Package;Rp180;HILARIÓN-Abastos;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Táchira;5022;Venezuela
10642;Simons bistro;King, Robert;22-Sep-95;20-Oct-95;06-Oct-95;Federal Shipping;Rp42;Simons bistro;Vinbæltet 34;København;;1734;Denmark
10643;Alfreds Futterkiste;Suyama, Michael;25-Sep-95;23-Oct-95;03-Oct-95;Speedy Express;Rp29;Alfreds Futterkiste;Obere Str. 57;Berlin;;12209;Germany
10644;Wellington Importadora;Leverling, Janet;25-Sep-95;23-Oct-95;02-Oct-95;United Package;Rp0;Wellington Importadora;Rua do Mercado, 12;Resende;SP;08737-363;Brazil
10645;Hanari Carnes;Peacock, Margaret;26-Sep-95;24-Oct-95;03-Oct-95;Speedy Express;Rp12;Hanari Carnes;Rua do Paço, 67;Rio de Janeiro;RJ;05454-876;Brazil
10646;Hungry Owl All-Night Grocers;Dodsworth, Anne;27-Sep-95;08-Nov-95;04-Oct-95;Federal Shipping;Rp142;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10647;Que Delícia;Peacock, Margaret;27-Sep-95;11-Oct-95;04-Oct-95;United Package;Rp46;Que Delícia;Rua da Panificadora, 12;Rio de Janeiro;RJ;02389-673;Brazil
10648;Ricardo Adocicados;Buchanan, Steven;28-Sep-95;09-Nov-95;10-Oct-95;United Package;Rp14;Ricardo Adocicados;Av. Copacabana, 267;Rio de Janeiro;RJ;02389-890;Brazil
10649;Maison Dewey;Buchanan, Steven;28-Sep-95;26-Oct-95;29-Sep-95;Federal Shipping;Rp6;Maison Dewey;Rue Joseph-Bens 532;Bruxelles;;B-1180;Belgium
10650;Familia Arquibaldo;Buchanan, Steven;29-Sep-95;27-Oct-95;04-Oct-95;Federal Shipping;Rp177;Familia Arquibaldo;Rua Orós, 92;São Paulo;SP;05442-030;Brazil
10651;Die Wandernde Kuh;Callahan, Laura;02-Oct-95;30-Oct-95;12-Oct-95;United Package;Rp21;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10652;Gourmet Lanchonetes;Peacock, Margaret;02-Oct-95;30-Oct-95;09-Oct-95;United Package;Rp7;Gourmet Lanchonetes;Av. Brasil, 442;Campinas;SP;04876-786;Brazil
10653;Frankenversand;Davolio, Nancy;03-Oct-95;31-Oct-95;20-Oct-95;Speedy Express;Rp93;Frankenversand;Berliner Platz 43;München;;80805;Germany
10654;Berglunds snabbköp;Buchanan, Steven;03-Oct-95;31-Oct-95;12-Oct-95;Speedy Express;Rp55;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10655;Reggiani Caseifici;Davolio, Nancy;04-Oct-95;01-Nov-95;12-Oct-95;United Package;Rp4;Reggiani Caseifici;Strada Provinciale 124;Reggio Emilia;;42100;Italy
10656;Great Lakes Food Market;Suyama, Michael;05-Oct-95;02-Nov-95;11-Oct-95;Speedy Express;Rp57;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
10657;Save-a-lot Markets;Fuller, Andrew;05-Oct-95;02-Nov-95;16-Oct-95;United Package;Rp353;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10658;QUICK-Stop;Peacock, Margaret;06-Oct-95;03-Nov-95;09-Oct-95;Speedy Express;Rp364;QUICK-Stop;Taucherstraße 10;Cunewalde;;01307;Germany
10659;Queen Cozinha;King, Robert;06-Oct-95;03-Nov-95;11-Oct-95;United Package;Rp106;Queen Cozinha;Alameda dos Canàrios, 891;São Paulo;SP;05487-020;Brazil
10660;Hungry Coyote Import Store;Callahan, Laura;09-Oct-95;06-Nov-95;15-Nov-95;Speedy Express;Rp111;Hungry Coyote Import Store;"City Center Plaza
516 Main St.";Elgin;OR;97827;USA
10661;Hungry Owl All-Night Grocers;King, Robert;10-Oct-95;07-Nov-95;16-Oct-95;Federal Shipping;Rp18;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland
10662;Lonesome Pine Restaurant;Leverling, Janet;10-Oct-95;07-Nov-95;19-Oct-95;United Package;Rp1;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10663;Bon app';Fuller, Andrew;11-Oct-95;25-Oct-95;03-Nov-95;United Package;Rp113;Bon app';12, rue des Bouchers;Marseille;;13008;France
10664;Furia Bacalhau e Frutos do Mar;Davolio, Nancy;11-Oct-95;08-Nov-95;20-Oct-95;Federal Shipping;Rp1;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal
10665;Lonesome Pine Restaurant;Davolio, Nancy;12-Oct-95;09-Nov-95;18-Oct-95;United Package;Rp26;Lonesome Pine Restaurant;89 Chiaroscuro Rd.;Portland;OR;97219;USA
10666;Richter Supermarkt;King, Robert;13-Oct-95;10-Nov-95;23-Oct-95;United Package;Rp232;Richter Supermarkt;Starenweg 5;Genève;;1204;Switzerland
10667;Ernst Handel;King, Robert;13-Oct-95;10-Nov-95;20-Oct-95;Speedy Express;Rp78;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria
10668;Die Wandernde Kuh;Davolio, Nancy;16-Oct-95;13-Nov-95;24-Oct-95;United Package;Rp47;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany
10669;Simons bistro;Fuller, Andrew;16-Oct-95;13-Nov-95;23-Oct-95;Speedy Express;Rp24;Simons bistro;Vinbæltet 34;København;;1734;Denmark
10670;Frankenversand;Peacock, Margaret;17-Oct-95;14-Nov-95;19-Oct-95;Speedy Express;Rp203;Frankenversand;Berliner Platz 43;München;;80805;Germany
10671;France restauration;Davolio, Nancy;18-Oct-95;15-Nov-95;25-Oct-95;Speedy Express;Rp30;France restauration;54, rue Royale;Nantes;;44000;France
10672;Berglunds snabbköp;Dodsworth, Anne;18-Oct-95;01-Nov-95;27-Oct-95;United Package;Rp96;Berglunds snabbköp;Berguvsvägen  8;Luleå;;S-958 22;Sweden
10673;Wilman Kala;Fuller, Andrew;19-Oct-95;16-Nov-95;20-Oct-95;Speedy Express;Rp23;Wilman Kala;Keskuskatu 45;Helsinki;;21240;Finland
10674;Island Trading;Peacock, Margaret;19-Oct-95;16-Nov-95;31-Oct-95;United Package;Rp1;Island Trading;"Garden House
Crowther Way";Cowes;Isle of Wight;PO31 7PJ;UK
10675;Frankenversand;Buchanan, Steven;20-Oct-95;17-Nov-95;24-Oct-95;United Package;Rp32;Frankenversand;Berliner Platz 43;München;;80805;Germany
10676;Tortuga Restaurante;Fuller, Andrew;23-Oct-95;20-Nov-95;30-Oct-95;United Package;Rp2;Tortuga Restaurante;Avda. Azteca 123;México D.F.;;05033;Mexico
10677;Antonio Moreno Taquería;Davolio, Nancy;23-Oct-95;20-Nov-95;27-Oct-95;Federal Shipping;Rp4;Antonio Moreno Taquería;Mataderos  2312;México D.F.;;05023;Mexico
10678;Save-a-lot Markets;King, Robert;24-Oct-95;21-Nov-95;16-Nov-95;Federal Shipping;Rp389;Save-a-lot Markets;187 Suffolk Ln.;Boise;ID;83720;USA
10679;Blondel père et fils;Callahan, Laura;24-Oct-95;21-Nov-95;31-Oct-95;Federal Shipping;Rp28;Blondel père et fils;24, place Kléber;Strasbourg;;67000;France
10680;Old World Delicatessen;Davolio, Nancy;25-Oct-95;22-Nov-95;27-Oct-95;Speedy Express;Rp27;Old World Delicatessen;2743 Bering St.;Anchorage;AK;99508;USA
10681;Great Lakes Food Market;Leverling, Janet;26-Oct-95;23-Nov-95;31-Oct-95;Federal Shipping;Rp76;Great Lakes Food Market;2732 Baker Blvd.;Eugene;OR;97403;USA
